Pulau,Propinsi,Kabupaten,Kependudukan
ENU,MALUKU,KABUPATEN KEPULAUAN ARU,Tidak Ada
BATUGOYANG,MALUKU,KABUPATEN KEPULAUAN ARU,Tidak Ada
ASUTUBUN,MALUKU,KABUPATEN MALUKU TENGGARA BARAT,Tidak Ada
BATARKUSU,MALUKU,KABUPATEN MALUKU TENGGARA BARAT,Tidak Ada
BATEK,NUSA TENGGARA TIMUR,KABUPATEN KUPANG,Tidak Ada
NDANA,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
DANA,NUSA TENGGARA TIMUR,KABUPATEN SABU RAIJUA,Tidak Ada
MANGUDU,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
SOPHIALOUISA / SEPATANG,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,Tidak Ada
NUSABARONG / BARUNG,JAWA TIMUR,KABUPATEN JEMBER,Tidak Ada
NGEKEL,JAWA TIMUR,KABUPATEN TRENGGALEK,Tidak Ada
PANEHAN / PANIKAN,JAWA TIMUR,KABUPATEN TRENGGALEK,Tidak Ada
Tokonghiu Kecil,KEPULAUAN RIAU,KABUPATEN KARIMUN,Tidak Ada
NUSAMANUK,JAWA BARAT,KABUPATEN TASIKMALAYA,Tidak Ada
DELI,BANTEN,KABUPATEN PANDEGLANG,Tidak Ada
BERTUAH,LAMPUNG,KABUPATEN LAMPUNG BARAT,Tidak Ada
MEGA,BENGKULU,KABUPATEN BENGKULU UTARA,Tidak Ada
SIBARUBARU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SINYAUNYAU / NIAU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
WUNGA,SUMATERA UTARA,KABUPATEN NIAS UTARA,Tidak Ada
SIMEULUE CUT,ACEH,KABUPATEN SIMEULUE,Tidak Ada
SALAUT BESAR,ACEH,KABUPATEN SIMEULUE,Tidak Ada
RAYA,ACEH,KABUPATEN ACEH JAYA,Tidak Ada
RUSA,ACEH,KABUPATEN ACEH BESAR,Tidak Ada
BENGGALA,ACEH,KOTA SABANG,Tidak Ada
RONDO,ACEH,KOTA SABANG,Tidak Ada
BERHALA,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,Tidak Ada
BATUMANDI,RIAU,KABUPATEN ROKAN HILIR,Tidak Ada
NIPA,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
BATUBERANTAI / BATUBERHANTI,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
NONGSA / PUTRI,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
PANDAN,SUMATERA BARAT,KOTA PADANG,Tidak Ada
PASUMPAHAN,SUMATERA BARAT,KOTA PADANG,Berpenduduk
PISANG GADANG,SUMATERA BARAT,KOTA PADANG,Tidak Ada
PISANG KETEK,SUMATERA BARAT,KOTA PADANG,Tidak Ada
SAO,SUMATERA BARAT,KOTA PADANG,Tidak Ada
SETAN,SUMATERA BARAT,KOTA PADANG,Tidak Ada
SIBONTA,SUMATERA BARAT,KOTA PADANG,Tidak Ada
SIKUAI,SUMATERA BARAT,KOTA PADANG,Berpenduduk
SINYARU,SUMATERA BARAT,KOTA PADANG,Tidak Ada
SIRANDAH,SUMATERA BARAT,KOTA PADANG,Tidak Ada
TORAN,SUMATERA BARAT,KOTA PADANG,Tidak Ada
TALENA,SUMATERA BARAT,KOTA PADANG,Tidak Ada
ULA,SUMATERA BARAT,KOTA PADANG,Tidak Ada
ANSO,SUMATERA BARAT,KOTA PARIAMAN,Tidak Ada
KASIAK,SUMATERA BARAT,KOTA PARIAMAN,Tidak Ada
TANGAH,SUMATERA BARAT,KOTA PARIAMAN,Tidak Ada
UJUANG,SUMATERA BARAT,KOTA PARIAMAN,Tidak Ada
AMANNA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
ATEI,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BAKATMENUANG,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BAKATPEIGU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BAREKAI,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BERIKOPEK,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BERIKURET,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BERILOGA SABEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BERILOGA SIGOISO,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BERIULOU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BEUASAK,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BITOYAT SABEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
Karamajat,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
KASIK,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
KORONIKI,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
LABATJAU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
LANGGAIRAK,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
LAPLAP,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
LEBUAT SABEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
LEBUAT SIGOISO,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
LIBBUT,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
LOGUI,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
LUMUT,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
MAINU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
MALITAU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
MASEAI,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
MASUSU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
MATURUGOUGOU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
NIAU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
NUKOK,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
Nyangnyang,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PACABLA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PACABLA SIGOISO,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PAGAI SELATAN,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PAGAI UTARA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PANANGGALAT SABEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PANANGGALAT SIGOISO,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PANDERAI,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
Panjangsaibi,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PELA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PUBAGGUUAT,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BUKKUSIMAPUSUSIMA BAREK,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BUKKUSIMAPUSUSIMA PIOK,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PITOIAT SABEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PITOIAT SIGOISO,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
RANGEHRANGERAK,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
PUTOUTOUGAT,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
RAGGI,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
RAGGI,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
RARABUGEI,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
RAUSABEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
RAUSIMAIPOK,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
RAUSITKALAUT,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SANDING,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIAMILA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIATANUSA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIATJAK BULAT SIGOISO,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIATJAK SABEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIATJAK SIGOISO,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIBARUBARU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIBIGEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIBERUT,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIBITTI,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
Durai,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS,Tidak Ada
SIBURU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIGOGOA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIKATSILA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SILABULABU SABEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SILABULABU SIGOISO,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SILOINA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIMAILEPPET,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIMASINGITNGIT,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIMAKAKKANG,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIMALEGUK SABEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIMALEGUK SIGOISO,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIMASIT,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIMUNGGUK,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SINIAI,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIOPA SABEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIOPA SIGOISO,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIPORA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Berpenduduk
SIRUSO,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIRUAMATA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SITKALELEU,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SOLAUT,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SOUMANG,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SIGULAGULA,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
SOUMANG PAGAI SELATAN,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
Tanopo,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
Tobbou,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
TUMBANG,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
UMATSITEUT,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,Tidak Ada
BATUBALAIE,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Tidak Ada
BATUULA,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Tidak Ada
HARIMAU,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Tidak Ada
ikan,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Tidak Ada
NIBUNG BAWAH,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Tidak Ada
NIBUNG ATEH,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Tidak Ada
PANGKA,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Tidak Ada
Panjang,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Berpenduduk
PIGAGO,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Tidak Ada
TALUO,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Tidak Ada
TAMIANG,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Tidak Ada
UNGGEH,SUMATERA BARAT,KABUPATEN PASAMAN BARAT,Tidak Ada
AUA GADANG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
AUA KETEK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BABI KETEK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
Babi,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
CINGKUAK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BARINGIN,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUBSANGGUA,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUAJUANG KETEK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUBADATUIH,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUDANDANG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUDANDANG SELATAN,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUDANDANG UTARA,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUKARETA,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUMANDI ATEH,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUMANDI TANGAH,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUNAGO,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUPUTI,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATURAKIKRAKIK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATURIMAU,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
BATUSIRONJONG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
CUBADAK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
GOSONGAMPIANGPARAK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
KAPOKAPO,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
KARABAK GADANG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
KARABAK KETEK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
KARANGGO,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
KASIAKTARATAK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
KATANGKATANG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
KUMBANG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
LABUHANSUNDAI,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
MARAK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
NIBUANG CUBADAK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
NIBUANG UTARA,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
NIBUANGAPIAPI,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
NIBUANGBATUKALANG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
NIBUANGSUNGAINIPAH,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
NYAMUK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
PAGANG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
PANYU,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
SEMANGKI GADANG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
SEMANGKI KETEK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
SETAN GADANG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
SETAN KETEK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
SIBUNTASUNGAIPINANG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
SIRONJONG GADANG,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
SIRONJONG KETEK,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
Taraju,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,Tidak Ada
Bawah,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS,Tidak Ada
Putri,DKI JAKARTA,KABUPATEN KEPULAUAN SERIBU,Tidak Ada
Adam,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Makole,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Tello,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Marit,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Asu,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Bais,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Balikhi,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Balogiasite,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Baohi,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Barogan,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Basake Sideide,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Basake Sebua,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Batu,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Batuapi Sebua,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Batuapi  Sideide,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Batumakele,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Batumandi,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Biang,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Bintuang,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Boji,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Buni,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Bunijikho,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Gabaya,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Hachina,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Hayo,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Hibao Sebua,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Hibao Sideide,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Horasa,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Jimase,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Karanganjing,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Kasi,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Kasi Timur,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Katadok,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Laga,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Lajohene,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Lalibo,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Latoega,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Lorang,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Lulua,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Maha,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Maole Sabua,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Maole Sideide,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Maole Tengah,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Maole Ujung,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Masa,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Takong Besar,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Memong,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Takong Kecil,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Nujagia,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Labon Besar,KEPULAUAN RIAU,KOTA BATAM,Berpenduduk
Nujakali,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Labon Kecil,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Nirup,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Catur,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Subar,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Kapal Kecil,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Layang,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Jagung,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Nujalalai,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Nujambolo,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Nujaohi,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Owo,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Pentamuan,SUMATERA UTARA,KABUPATEN NIAS SELATAN,
Pinang,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Anak Sambu,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Tolop Besar,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Seloka,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Mecan,KEPULAUAN RIAU,KOTA BATAM,Berpenduduk
Sarang,KEPULAUAN RIAU,KOTA BATAM,Berpenduduk
Pini,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Pono,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Samaleko,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Sambulale,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Sapuraga,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Sibaranu,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Sibele,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Tumbar,KEPULAUAN RIAU,KOTA BATAM,Berpenduduk
Sifanana Sebua,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Tumbar Kecil/Lutung,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Sifanana Sideide,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Dangkan,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Geranting,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Sigata,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Geranting,KEPULAUAN RIAU,KOTA BATAM,Berpenduduk
Tong,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Bedara,KEPULAUAN RIAU,KOTA BATAM,Tidak Ada
Simakonde,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Simondang,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Sipika,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Sorobuna,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Aus,KALIMANTAN UTARA,KABUPATEN NUNUKAN,Tidak Ada
Tagaga,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Tagawa Sideide,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Tagawa Sebua,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Tanabala,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Bukat,KALIMANTAN UTARA,KABUPATEN NUNUKAN,Tidak Ada
Tanahmasa,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Berpenduduk
Tareba Sebua,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Tareba Seideide,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Pelanduk,KALIMANTAN UTARA,KABUPATEN NUNUKAN,Tidak Ada
Telotelo Sebua,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Jaloh,KEPULAUAN RIAU,KOTA BATAM,Berpenduduk
Telotelo Sideide,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Tofu,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Tolong,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Terong,KEPULAUAN RIAU,KOTA BATAM,Berpenduduk
Pulibulu,KALIMANTAN UTARA,KABUPATEN NUNUKAN,Tidak Ada
Sekapal,KALIMANTAN UTARA,KABUPATEN NUNUKAN,Tidak Ada
Ular,SUMATERA UTARA,KABUPATEN NIAS SELATAN,Tidak Ada
Sinelak,KALIMANTAN UTARA,KABUPATEN NUNUKAN,Tidak Ada
Tulas,SUMATERA UTARA,KABUPATEN SAMOSIR,Tidak Ada
