"Nama","Alamat","Telepon","Kategori_ID","Kategori_EN","Nomor_Keputusan","Tanggal_Keputusan","Nama_Produk","Tempat_Perizinan","Tanggal_Operasional","Keterangan_ID","Keterangan_EN","Lampiran","Status","Tipe","Barcode","Email","Website"
"PT Tri Bukit Indah Lestari","Jl. H. Zainul Arifin No. 7, Sun Plaza Lower Ground B 25.","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/30/DPM/P3PVA /Mdn","07/28/2011","","KPwBI Provinsi Sumatera Utara","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0009.003/0001","",""
"PT Mitra Valindo","Jl.DI Panjaitan No. 23","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/3/KEP.GBI/Sm/2011","07/26/2011","","KPwBI Provinsi Jawa Tengah","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0703.001/0013","",""
"PT Aria Jaya Lestari","Jl. Merdeka No. 5 Bandung ","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/1/KEP.GBI/Bd/2011","07/26/2011","","KPwBI Provinsi Jawa Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0702.001/0011","",""
"PT Eastern Global Remittance","Jalan Pak Kasih No. 6, Pontianak","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","13/84/Ptk/4","07/18/2011","","KPwBI Provinsi Kalimantan Barat","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0011.001/0003","",""
"PT Kie Valas Succesindo","Kawasan CBD Pluit Blok B.01, Jl. Pluit Selatan Raya Penjaringan, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/13/KEP.GBI/DPM/2011","07/18/2011","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0690.001/0254","",""
"PT Koin Delapan Galangartha","Pasar delapan RC.17 Alam Sutera, kel.Pakulonan kec.Serpong Utara, Tangerang Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/04/KEP.GBI/Sr/2011","07/18/2011","","KPwBI Provinsi Banten","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0660.001/0026","",""
"PT Putra Agung Valasindo","Gedung Pusat Grosir Pasar Pagi Mangga Dua Lt. III Blok B.A No. 067, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/12/KEP.GBI/DPM/2011","07/18/2011","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0687.001/0253","",""
"PT Panca Valuta Anugerah","Wisma Nusantara Lantai 2, Jl. MH. Thamrin No. 59, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/11/KEP.GBI/DPM/2011","07/18/2011","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0674.001/0252","",""
"PT Rasya Jaya Sejahtera","Danau Toba No.11, Sanur Denpasar","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/7/KEP.GBI/Dpr/2011","07/08/2011","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0696.001/0099","",""
"PT Dwidaya Forex","Menara Astra 2nd Floor, Jl. Jend. Sudirman Kav. 5-6, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/167/DPM/P3PVA","07/05/2011","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0150.004/0050","",""
"PT Wijaya Makmur Sejahtera","Komplek nagoya Central Blok A No. 04","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/42/DPM/P3PVA/Btm","06/23/2011","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0576.002/0078","",""
"PT Rajasa Valasindo Utama","Jl. Akses UI No. 7, Kelapa Dua, Depok","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/9/KEP.GBI/DPM/2011","06/13/2011","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0673.001/0251","",""
"PT Dirgahayu Valuta Prima","Jl.IB Manik Ds/Br Kutuh Kelod, Desa Petulu, Gianyar, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/114/DPM/P3PVA/Dpr","06/08/2011","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0024.010/0004","",""
"PT Hongkong Tarigan Money Changer","Jl. Pasar Peringgan No. 1-B Kel. Babura, Kec. Medan Baru, Kota Medan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/3/KEP.GBI","06/06/2011","","KPwBI Provinsi Sumatera Utara","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0693.001/0037","",""
"PT Andalusia Antar Benua","Jl. Prof. Dr. Soepomo, SH No. 73F, Menteng Dalam, Tebet Kota","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","13/83/DASP/33","06/06/2011","","KPwBI Provinsi DKI Jakarta","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0001.001/0027","",""
"PT Lestari Indo Valas","Jl. Perniagaan No. 20 Medan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","13/4/KEP.GBI/MDN/2011","06/06/2011","","KPwBI Provinsi Sumatera Utara","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0694.001/0038","",""
